Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,326.544179571564,2.30456010315214,49.5684015472822,-8.41288231856474e-07,0.999999158711768,4.07973017111687,50797301.7111687,0.422541029549201,0.028239756625206
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,326.544179571564,2.30456010315214,49.5684015472822,-8.41288231856474e-07,0.999999158711768,4.07973017111687,50797301.7111687,0.422541029549201,0.028239756625206
2,339.481967800374,-0.265124612971133,11.023130805433,-0.00605438934397962,0.99394561065602,4.68133649024057,56813364.9024057,0.155768120862579,0.0135672466474418
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,326.544179571564,2.30456010315214,49.5684015472822,-8.41288231856474e-07,0.999999158711768,4.07973017111687,50797301.7111687,0.422541029549201,0.028239756625206
2,339.481967800374,-0.265124612971133,11.023130805433,-0.00605438934397962,0.99394561065602,4.68133649024057,56813364.9024057,0.155768120862579,0.0135672466474418
3,337.54428223708,-0.02812158059764,14.5781762910354,-0.0120187421611149,0.987981257838885,4.5174632921068,55174632.921068,0.195994022523568,0.0157796712387962
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,326.544179571564,2.30456010315214,49.5684015472822,-8.41288231856474e-07,0.999999158711768,4.07973017111687,50797301.7111687,0.422541029549201,0.028239756625206
2,339.481967800374,-0.265124612971133,11.023130805433,-0.00605438934397962,0.99394561065602,4.68133649024057,56813364.9024057,0.155768120862579,0.0135672466474418
3,337.54428223708,-0.02812158059764,14.5781762910354,-0.0120187421611149,0.987981257838885,4.5174632921068,55174632.921068,0.195994022523568,0.0157796712387962
4,337.361543226608,-0.00302245543676505,14.9546631684485,-0.0128086169991837,0.987191383000816,4.48896518670599,54889651.8670599,0.200124719344296,0.0160068595639363
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,326.544179571564,2.30456010315214,49.5684015472822,-8.41288231856474e-07,0.999999158711768,4.07973017111687,50797301.7111687,0.422541029549201,0.028239756625206
2,339.481967800374,-0.265124612971133,11.023130805433,-0.00605438934397962,0.99394561065602,4.68133649024057,56813364.9024057,0.155768120862579,0.0135672466474418
3,337.54428223708,-0.02812158059764,14.5781762910354,-0.0120187421611149,0.987981257838885,4.5174632921068,55174632.921068,0.195994022523568,0.0157796712387962
4,337.361543226608,-0.00302245543676505,14.9546631684485,-0.0128086169991837,0.987191383000816,4.48896518670599,54889651.8670599,0.200124719344296,0.0160068595639363
5,337.396222069933,-0.00554059891827507,14.9168910162259,-0.0144136055540443,0.985586394445956,4.44911999071131,54491199.9071131,0.20057018031477,0.0160313599173124
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,326.544179571564,2.30456010315214,49.5684015472822,-8.41288231856474e-07,0.999999158711768,4.07973017111687,50797301.7111687,0.422541029549201,0.028239756625206
2,339.481967800374,-0.265124612971133,11.023130805433,-0.00605438934397962,0.99394561065602,4.68133649024057,56813364.9024057,0.155768120862579,0.0135672466474418
3,337.54428223708,-0.02812158059764,14.5781762910354,-0.0120187421611149,0.987981257838885,4.5174632921068,55174632.921068,0.195994022523568,0.0157796712387962
4,337.361543226608,-0.00302245543676505,14.9546631684485,-0.0128086169991837,0.987191383000816,4.48896518670599,54889651.8670599,0.200124719344296,0.0160068595639363
5,337.396222069933,-0.00554059891827507,14.9168910162259,-0.0144136055540443,0.985586394445956,4.44911999071131,54491199.9071131,0.20057018031477,0.0160313599173124
6,337.425271444871,-0.00682053974325969,14.8976919038511,-0.0162728164607123,0.983727183539288,4.4090163658912,54090163.658912,0.20138990855296,0.0160764449704128
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,326.544179571564,2.30456010315214,49.5684015472822,-8.41288231856474e-07,0.999999158711768,4.07973017111687,50797301.7111687,0.422541029549201,0.028239756625206
2,339.481967800374,-0.265124612971133,11.023130805433,-0.00605438934397962,0.99394561065602,4.68133649024057,56813364.9024057,0.155768120862579,0.0135672466474418
3,337.54428223708,-0.02812158059764,14.5781762910354,-0.0120187421611149,0.987981257838885,4.5174632921068,55174632.921068,0.195994022523568,0.0157796712387962
4,337.361543226608,-0.00302245543676505,14.9546631684485,-0.0128086169991837,0.987191383000816,4.48896518670599,54889651.8670599,0.200124719344296,0.0160068595639363
5,337.396222069933,-0.00554059891827507,14.9168910162259,-0.0144136055540443,0.985586394445956,4.44911999071131,54491199.9071131,0.20057018031477,0.0160313599173124
6,337.425271444871,-0.00682053974325969,14.8976919038511,-0.0162728164607123,0.983727183539288,4.4090163658912,54090163.658912,0.20138990855296,0.0160764449704128
7,337.428365132605,-0.00537191504585521,14.9194212743122,-0.0177886385159208,0.982211361484079,4.38058943029291,53805894.3029291,0.202403385842952,0.0161321862213624
