Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,329.693729516969,-0.925187744273132,0.00261842895044038,-0.28074434845391,0.71925565154609,0.0382727722423684,10382727.7224237,0.480434778084034,0.0652499994796639
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,329.693729516969,-0.925187744273132,0.00261842895044038,-0.28074434845391,0.71925565154609,0.0382727722423684,10382727.7224237,0.480434778084034,0.0652499994796639
2,327.495272640706,-0.894850765824317,0.00368022319614892,-0.165150019964841,0.834849980035159,0.174693069640792,11746930.6964079,0.830434774962959,0.10549999912074
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,329.693729516969,-0.925187744273132,0.00261842895044038,-0.28074434845391,0.71925565154609,0.0382727722423684,10382727.7224237,0.480434778084034,0.0652499994796639
2,327.495272640706,-0.894850765824317,0.00368022319614892,-0.165150019964841,0.834849980035159,0.174693069640792,11746930.6964079,0.830434774962959,0.10549999912074
3,327.535951269464,-0.898114470505406,0.0035659935323108,-0.166116046911781,0.833883953088219,0.266645591192145,12666455.9119215,0.999999998468018,0.124999999823822
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,329.693729516969,-0.925187744273132,0.00261842895044038,-0.28074434845391,0.71925565154609,0.0382727722423684,10382727.7224237,0.480434778084034,0.0652499994796639
2,327.495272640706,-0.894850765824317,0.00368022319614892,-0.165150019964841,0.834849980035159,0.174693069640792,11746930.6964079,0.830434774962959,0.10549999912074
3,327.535951269464,-0.898114470505406,0.0035659935323108,-0.166116046911781,0.833883953088219,0.266645591192145,12666455.9119215,0.999999998468018,0.124999999823822
4,341.594133523457,-0.958318994965382,0.00145883517621162,-0.326743095058136,0.673256904941864,0.377988730871225,13779887.3087123,0.999999999018763,0.124999999887158
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,329.693729516969,-0.925187744273132,0.00261842895044038,-0.28074434845391,0.71925565154609,0.0382727722423684,10382727.7224237,0.480434778084034,0.0652499994796639
2,327.495272640706,-0.894850765824317,0.00368022319614892,-0.165150019964841,0.834849980035159,0.174693069640792,11746930.6964079,0.830434774962959,0.10549999912074
3,327.535951269464,-0.898114470505406,0.0035659935323108,-0.166116046911781,0.833883953088219,0.266645591192145,12666455.9119215,0.999999998468018,0.124999999823822
4,341.594133523457,-0.958318994965382,0.00145883517621162,-0.326743095058136,0.673256904941864,0.377988730871225,13779887.3087123,0.999999999018763,0.124999999887158
5,329.420216656292,-0.926062886435586,0.0025877989747545,-0.290244652837386,0.709755347162614,0.0509396269720461,10509396.2697205,0.999999997565035,0.124999999719979
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,329.693729516969,-0.925187744273132,0.00261842895044038,-0.28074434845391,0.71925565154609,0.0382727722423684,10382727.7224237,0.480434778084034,0.0652499994796639
2,327.495272640706,-0.894850765824317,0.00368022319614892,-0.165150019964841,0.834849980035159,0.174693069640792,11746930.6964079,0.830434774962959,0.10549999912074
3,327.535951269464,-0.898114470505406,0.0035659935323108,-0.166116046911781,0.833883953088219,0.266645591192145,12666455.9119215,0.999999998468018,0.124999999823822
4,341.594133523457,-0.958318994965382,0.00145883517621162,-0.326743095058136,0.673256904941864,0.377988730871225,13779887.3087123,0.999999999018763,0.124999999887158
5,329.420216656292,-0.926062886435586,0.0025877989747545,-0.290244652837386,0.709755347162614,0.0509396269720461,10509396.2697205,0.999999997565035,0.124999999719979
6,331.192247966948,-0.926351961498708,0.00257768134754522,-0.274597700552007,0.725402299447993,0.0727081850621787,10727081.8506218,0.999999998960243,0.124999999880428
Iteration,AverageTemperature,Power_value,Power_right_value,Volume_value,Volume_right_value,Stress_Pnorm_value,Stress_Pnorm_right_value,Voltage_value,Voltage_right_value
1,329.693729516969,-0.925187744273132,0.00261842895044038,-0.28074434845391,0.71925565154609,0.0382727722423684,10382727.7224237,0.480434778084034,0.0652499994796639
2,327.495272640706,-0.894850765824317,0.00368022319614892,-0.165150019964841,0.834849980035159,0.174693069640792,11746930.6964079,0.830434774962959,0.10549999912074
3,327.535951269464,-0.898114470505406,0.0035659935323108,-0.166116046911781,0.833883953088219,0.266645591192145,12666455.9119215,0.999999998468018,0.124999999823822
4,341.594133523457,-0.958318994965382,0.00145883517621162,-0.326743095058136,0.673256904941864,0.377988730871225,13779887.3087123,0.999999999018763,0.124999999887158
5,329.420216656292,-0.926062886435586,0.0025877989747545,-0.290244652837386,0.709755347162614,0.0509396269720461,10509396.2697205,0.999999997565035,0.124999999719979
6,331.192247966948,-0.926351961498708,0.00257768134754522,-0.274597700552007,0.725402299447993,0.0727081850621787,10727081.8506218,0.999999998960243,0.124999999880428
7,328.787636473729,-0.920465597575314,0.00278370408486401,-0.262995564100836,0.737004435899164,0.0239631853015567,10239631.8530156,0.999999998886443,0.124999999871941
